,address,company
994,beijing,Michael Page
996,北京市朝阳区望京SOHO T1楼B座2205,北京丽兹行房地产顾问有限公司-BJ8
1013,北京市昌平区沙河镇西沙屯桥西中国石油科技园A29地块,北京中油瑞飞信息技术有限责任公司
1015,北京市海淀区上地,浪潮集团有限公司
1019,北京朝阳区新源南路6号京城大厦,中国中信集团有限公司
1025,北京市海淀区北四环西路68号左岸工社11层1101-1113,北京沃赢科技股份有限公司
1027,北京市东城区豆腐池胡同23号宏恩观,北京大米科技有限公司
1028,北京,中粮营养健康研究院
1029,北京市海淀区,顺丰科技有限公司
1030,北京市海淀区西北旺上地十街百度科技园,百度在线网络技术(北京)有限公司
1032,北京市朝阳区望京东路6号美团AF座,北京三快在线科技有限公司
1036,皇冠假日酒店写字楼6层,海尔集团公司
1038,北京市海淀区北三环西路甲18号 (联想东桥东南角)中鼎大厦B座7层,达内时代科技集团有限公司
1050,北京,宝马（中国）汽车贸易有限公司 BMW China Automotive Trading Ltd.
1059,百度科技园2号楼,百度在线网络技术(北京)有限公司
1066,北京市海淀区丹棱街3号中国电子大厦B座5层,Gameloft
1069,山东省济南市高新区浪潮路1036号,浪潮集团有限公司
1071,PTA_WX@pactera.com,文思海辉技术有限公司 Pactera Technology International Limited
1076,北京市,北京东方雨虹防水技术股份有限公司
1082,北京市朝阳区望京街8号院利星行广场A座戴姆勒大厦,梅赛德斯-奔驰汽车金融有限公司
1083,北京海淀区清河小营东路15号中国电科院科研楼11层,北京中电普华信息技术有限公司
1085,北京市海淀区上地东路35号颐泉汇大厦7层,北京北森云计算股份有限公司
1087,北京市,北京中油瑞飞信息技术有限责任公司
1091,海淀区上地,北京北森云计算股份有限公司
1093,北京市海淀区 安宁庄东路72号科利源大厦,北京小米通讯技术有限公司
1095,北京市昌平区沙河镇西沙屯中石油科技园A12地块数据中心,北京中油瑞飞信息技术有限责任公司
1097,北京市昌平区沙河镇西沙屯桥西中国石油科技园A12地块B2座705室,北京中油瑞飞信息技术有限责任公司
1098,东城区朝阳门北大街8号富华大厦A座8层,信永中和(北京)国际投资管理有限公司
1110,搜狐媒体大厦,搜狐视频
1111,江苏省徐州市经济开发区科技路6号,徐工集团工程机械股份有限公司
1118,北京市——西城区,中科软科技股份有限公司
1120,北京市海淀区王庄路1号清华同方科技广场A座,同方股份有限公司
1124,北京市北京市昌平区沙河镇西沙屯中石油科技园A12地块B2座,北京中油瑞飞信息技术有限责任公司
1134,北京市朝阳区北四环中路27号盘古大观写字楼A座16F-17F,爱卡汽车网
1135,北京市海淀区首体南路6号新世纪饭店写字楼6层,易车公司
1137,北京市石景山区八角东街65号融科创意中心A座1506室,爱心人寿保险股份有限公司
1138,海淀区北坞创新园,大唐高鸿数据网络技术股份有限公司
1145,北京朝阳区工体北路甲6号,北京若为信息技术有限公司
1146,北京市朝阳区河荫中路金辉大厦310室,上海亨元金融信息服务有限公司
1148,北京市朝阳区建国门外大街6号安邦保险大厦,安邦保险集团股份有限公司
1152,北京朝阳区建国路81号华贸中心1号楼21层、11层、12层,戴尔斯克集团
1162,北京市朝阳区启阳路金辉大厦28层,马上消费金融股份有限公司
1163,北京市海淀区上地六街数字传媒大厦,北京同城必应科技有限公司
1165,丹棱街3号中国电子大厦,汽车之家
1166,中关村中国电子大厦,汽车之家
1167,北京市海淀区北四环西路58号理想国际大厦12层,汽车之家
1168,北京市海淀区海淀北二街6号,普天信息技术有限公司
1170,北京市海淀区理想国际大厦,汽车之家
1171,北京市海淀区北四环丹棱街3号中国电子大厦B座10层,汽车之家
1175,中关村(地铁海淀黄庄站）,汽车之家
1177,北京市朝阳区建外SOHO西区16号楼26层,普华众鑫文化传播有限公司
1178,海淀区上地东路9号得实大厦一层中区,北京汉克时代科技有限公司
1183,亦庄,新奥集团股份有限公司
1186,北京市朝阳区四惠伊莎文新广场附属楼B座2号楼,美业邦(北京)科技有限公司
1220,北京市海淀区博彦科技大厦4层,北京同城必应科技有限公司
1224,北京市东城区广渠家园5号楼首东国际大厦9-15层,新浪网房产频道
1225,北京市海淀区同方广场清华同方科技大厦A座29层,同方股份有限公司
1242,海淀区中关村理想国际大厦12层,汽车之家
1244,北京朝阳区利泽东街5号爱立信大厦,Ericsson
1245,北京市海淀区成府路298号方正大厦,北大方正集团
1250,北京海淀区中关村南大街国际大厦D座12层,狮桥融资租赁(中国)有限公司北京分公司
1251,北京市海淀区北清路与永丰路交汇处四维图新大厦,北京四维图新科技股份有限公司
1256,北京市西城区丰盛胡同20号丰铭国际大厦B座,中华联合保险集团股份有限公司
1280,北京市昌平区北清路8号～三一重工北京总部,三一集团
1282,北京市海淀区学院路15号北京语言大学综合楼5层,科大讯飞股份有限公司
1283,,网易（杭州）网络有限公司
1284,北京市朝阳区酒仙桥东路1号M5楼（公司有班车）,北京世纪互联宽带数据中心有限公司
1292,北京市海淀区蓝靛厂东路2号院金源时代商务中心2号楼A座3层,北京恒光信息技术股份有限公司
1294,海淀区搜狐媒体大厦,搜狐视频
1295,北京世纪财富中心,绫致时装（天津）有限公司
1296,北京市海淀区科学院南路2号院3号楼搜狐媒体大厦,搜狐视频
1297,海淀区中关村丹棱街甲1号互联网金融中心17层,有利网
1301,朝阳区远洋光华国际,同方鼎欣科技股份有限公司
1304,博兴一路8号金风科技,金风科技股份有限公司
1305,北京,阿里巴巴集团
1312,北京市海淀区丹棱街互联网金融中心一单元19层1901室,北京华拓金融服务外包有限公司
1315,北京亦庄经济技术开发区西环南路18号C座408,新博医疗技术有限公司
1316,北京市海淀区蓝靛厂东路2号院金源时代商务中心2号楼a座3c,北京恒光信息技术股份有限公司
1322,北京市海淀区复兴路29号中意鹏奥大厦东塔A座,福建星网锐捷网络有限公司
1335,北京市朝阳区大望路东方梅地亚中心,达飞微金商务咨询(北京)有限公司
1336,北京市朝阳区朝阳门南大街14号,中科软科技股份有限公司
1358,北京市经济技术开发区泰河三街1号,北京中电科电子装备有限公司
1359,北京市西城区复兴门内大街156号泰康人寿大厦A座,泰康养老保险股份有限公司
1360,乘地铁亦庄线至荣京东街站下车，向西800米即到或国贸乘坐846（区间快车）到天宝南街，再换乘运通115至地盛中路下车即到公司门前,和利时集团
1361,海淀区彩和坊路11号华一控股大厦10层,北京想就拿信息科技有限公司
1363,北京市海淀区西北旺东路10号院（中关村软件园二期）东区11号瑞斯康达大厦,瑞斯康达科技发展股份有限公司
1365,北京市海淀区清河朱房路66号顺事嘉业创业园E栋,北京小米通讯技术有限公司
1367,东城区北三环安贞桥东蓝宝商务大厦4层,北京网库信息技术股份有限公司
1368,海淀区,山东文辉软件服务外包有限公司
1369,北京市海淀区双清大厦,北京世纪互联宽带数据中心有限公司
1371,北京市海淀区彩和坊路11号华一控股大厦10层,北京想就拿信息科技有限公司
1372,北京市海淀区互联网金融中心A座402,北京想就拿信息科技有限公司
1377,朝阳区南湖中园316号思源大厦8层 ,北京思源互联科技有限公司
1378,北京市东城区西总布胡同46号 明阳国际中心B座,北京昆仑万维科技股份有限公司
1379,北京市海淀区东北旺南路57号,金瓜子科技发展(北京)有限公司
1381,北京市朝阳区酒仙桥北路恒通国际创新园C9,蓝色光标传播集团
1387,北京,大连斯锐信息技术有限公司
1394,北京市经济技术开发区科创六街亦庄生物医药园B1栋,安诺优达基因科技（北京）有限公司
1404,北京海淀区安宁庄东路72号科利源大厦西门,北京小米通讯技术有限公司
1406,北京市海淀区上地创业路2号；成都市武侯区,新华三技术有限公司
1414,北京市海淀区学院路40号,兴唐通信科技有限公司
1426,北京市西城区宣武门西大街32号中国移动博瑞琪大厦。,神州数码系统集成服务有限公司深圳分公司
1427,北京市海淀区西四环中路16号院7号楼16层,航天云网科技发展有限责任公司
1429,长椿街移动集团,神州数码系统集成服务有限公司深圳分公司
1430,北京市,中科软科技股份有限公司
1432,北京市朝阳区朝外大街乙12号13层O-1612B ,贝壳金控控股集团有限公司
1458,北京市海淀区知春路7号致真大厦C座11层,欢聚时代（多玩YY）
1468,曼宁国际中心,北京摩拜科技有限公司
1470,北京朝阳区酒仙桥北路7号电通创意广场1B梦想城堡,梦想城堡(天津)电子商务有限公司北京分公司
1474,北京市西城区宣武门西大街129号金隅大厦,新华网股份有限公司
1475,招商局大厦,泰禾(福建)集团有限公司
1477,北京市海淀区首体南路168号腾达大厦裙楼,易车公司
1481,北京市海淀区丹棱街3号中国电子大厦B座,汽车之家
1483,北京市海淀区百度科技园,百度在线网络技术(北京)有限公司
1488,北京大兴区亦庄经海路京东总部,北京京东世纪贸易有限公司
1490,北京,上海蔚来汽车有限公司
1497,北京市海淀区中关村软件园二期互联网创新中心,北京恒昌利通投资管理有限公司
1499,海淀区北清路中关村环保科技示范园地锦路8号院 C2栋1楼,中软国际科技服务有限公司深圳分公司
1507,北京市朝阳区望京广顺南大街利星行中心E座,优信集团
1519,北京朝阳区工体北路盈科中心B座,北京科锐国际人力资源股份有限公司
1521,朝阳区太阳宫中路12号冠城大厦10层,便利蜂商贸有限公司
1525,北京市朝阳区安贞路安贞西里五区一号楼新华金融大厦3层,美菜网
1527,海淀区首体南路新世纪日航饭店写字楼,易鑫集团
1533,北京市,达内时代科技集团有限公司
1538,海淀区首体南路6号新世纪日航饭店写字楼9层,易鑫集团
1544,北京市海淀区百度科技园,中软国际科技服务有限公司深圳分公司
1549,北京市海淀区北四环西路58号理想国际大厦,新浪网
1553,海淀区北清路中关村环保科技示范园地锦路8号院 C2楼,中软国际科技服务有限公司深圳分公司
1560,北京市海淀区丹棱SOHO16层,北京世纪好未来教育科技有限公司
1562,北京市海淀区杏石口路99号AB座,亿阳信通股份有限公司
1586,北京市海淀区中关村软件园互联网创新中心五号楼,北京恒昌利通投资管理有限公司
1589,北京市海淀区中关村软件园二期互联网创新中心3层,北京恒昌利通投资管理有限公司
1599,顺义马坡,软通动力信息技术(集团)有限公司
1610,北京市海淀区龙翔路甲1号泰翔商务楼4F,中科创达软件股份有限公司
1613,北京市海淀区清华科技园,启迪控股股份有限公司
1616,,深圳腾讯计算机系统有限公司
1618,北京市海淀区软件园二期产业联盟大厦,同方鼎欣科技股份有限公司
1626,北京市海淀区知春路7号致真大厦B座18层,展讯通信(上海)有限公司
1631,北京市朝阳区百子湾西里401号,中国电信股份有限公司北京分公司
1645,电子大厦,汽车之家
1647,海淀区软件园二期产业联盟大厦,同方鼎欣科技股份有限公司
1651,海淀区中关村软件园二期互联网创新中心,三一集团
1658,北京市朝阳区达美中心,北京大米科技有限公司
1668,北京市东城区雍和宫藏经馆胡同2号院圣唐古驿创意园,图谱天下(北京)科技有限公司
1669,北京市朝阳区,途家网网络技术(北京)有限公司
1671,北京市昌平区中关村生命科学园泰康创新中心,泰康保险集团股份有限公司
1674,北京市昌平区科学园路21-1号泰康人寿创新中心（有班车接送）,泰康在线财产保险股份有限公司
1676,北京朝阳区东大桥路光华路SOHO二期C座1601,北京梦疆咨询有限公司
1678,北京市东城区雍和大厦E座9层,北京大米科技有限公司
1681,北京市朝阳区酒仙桥路13号院,途家网网络技术(北京)有限公司
1682,北京市海淀区,深圳市商汤科技有限公司
1684,北京市海淀区中关村上地软件园南,北京八维教育集团 
1685,北京市朝阳区酒仙桥路13号院148楼5层,途家网网络技术(北京)有限公司
1688,北京市朝阳区望京,北京物云智能科技有限公司
1690,北京市海淀区苏州街3号大恒科技大厦南座17层,北京乐学创想教育科技有限公司
1694,北京市朝阳区光华里8号院中海广场南楼6层,北京爱钱帮财富科技有限公司
1698,北京市东城区东直门,北京腾云天下科技有限公司
1700,北京市海淀区中关村南大街5号北京理工大学国防科技园5号楼17层,成都数联铭品科技有限公司
1701,中关村南大街5号北京理工大学国防科技园5号楼17层,成都数联铭品科技有限公司
1712,北京市西城区宣武门外大街28号富卓大厦A座9层,安心财产保险有限责任公司
1713,北京市海淀区科学院南路2号融科资讯中心A座3层,旷视科技face++
1714,北京市海淀区知春路翠宫饭店写字楼8、10、11、12、14层,北京国双科技有限公司
1716,北京市东城区和平里西街51号雍和宫壹中心A4楼3层,游族网络
1720,北京市丰台区国投财富广场6号楼820室,河北源达证券投资顾问股份有限公司
1727,北京海淀区王庄路1号清华同方科技广场B座27层,北京辰安科技股份有限公司
1728,北京市朝阳区北辰西路8号院2号楼北辰世纪中心A座16层  ,北京百分点信息科技有限公司
1729,北京市昌平区科技园区生命园路4号院5号楼,北京贝瑞和康生物技术有限公司
1731,北京市昌平区生命科技园生命路4号院4号楼7层,北京康普森生物技术有限公司
1734,北京市昌平区派尔特国际中心3层,云唯+
1735,北京市海淀区中关村环保园地锦路5号院3号楼百卓大厦,北京百卓网络技术有限公司
1740,上海市虹口区柳营路8号K座101室,途家网网络技术(北京)有限公司
1742,河北省秦皇岛市海港区新建村3栋2单元202号,秦皇岛康研网络科技有限公司
1743,北京市朝阳区傲城荣富中心B座2304,游族网络
1746,北京市西城区宣外大街6号庄胜广场西翼816,因诺(上海)资产管理有限公司
1747,北京市东城区朝阳门内大街银河sohoA座10层,北京捷越联合信息咨询有限公司
1755,北京市朝阳区北辰西路8号院2号楼北辰世纪中心A座16层,北京百分点信息科技有限公司
1756,北京市朝阳区安立路60号润枫商务B座24层,玩咖欢聚文化传媒(北京)有限公司
1757,海淀马连洼,百望股份有限公司
1758,丰台区国投财富广场5号楼304室,芯联达信息科技(北京)股份有限公司
1760,朝阳区京顺东街6号院9号楼,北京贝瑞和康生物技术有限公司
1761,北京海淀区知春路希格玛A座602,北京人合创咨询有限公司
1762,北京市海淀区西小口路66号中关村东升科技园 B-6号楼A座十层简理财,简理财
1767,总部地址：海淀区首体南路22号国兴大厦11层；,北京国信创新科技股份有限公司
1768,北京昌平区回龙观镇田园风光雅园2期3层  地铁8号线平西府D3出口即到,北京翡翠教育科技有限公司昌平分公司
1770,北京市朝阳区望京soho,北京所问数据科技有限公司
1774,北京市东城区和平里东滨河路乙1号航星科技园8号楼8层,海航云商投资有限公司
1775,北京市通州区中关村科技园区通州园光机电一体化产业基地兴光五街8号李宁运营园区,李宁（中国）体育用品有限公司
1777,北京市朝阳区太阳宫中路8号冠捷大厦18层,蜜芽宝贝(北京)网络科技有限公司
1780,北京市东城区崇文门新世界中心写字楼A座,中海微银资产管理有限公司
1783,海淀区融科资讯A座3层,旷视科技face++
1785,北京市西城区新街口外大街28号普天德胜C座209室,北京海客瀛洲网络科技有限公司
1790,北京市朝阳区西大望路甲12号通惠国际传媒广场2号楼106,北京勤诚互动广告有限公司
1792,北京市石景山区,北京腾趣互娱网络科技有限公司
1793,北京昌平生命科学园4号院5号楼,北京贝瑞和康生物技术有限公司
1796,北京市朝阳区望京街10号望京SOHO1号楼B座2807室,北京升哲科技有限公司
1799,北京市朝阳区惠河南街国粹苑C座1031-1040,凯泰铭科技(北京)有限公司
1800,北京市东城区朝阳门北大街8号富华大厦D座4层B室,彪洋科技(北京)有限公司
1801,北京市-朝阳区小营路房地置业大厦908,北京盈禾优仕科技有限责任公司
1803,北京市昌平区生命科学园博雅CC5号院5号楼,北京贝瑞和康生物技术有限公司
1805,北京市朝阳区东大桥路8号尚都国际中心A座2608室,东方银谷(北京)投资管理有限公司
1808,北京市朝阳区光华路14号中国中期大厦A座,中国国际期货股份有限公司
1809,北京市朝阳区光华里8号院中海广场南楼6层,西藏方程汽车租赁有限责任公司北京咨询分公司
1811,北京市海淀区中关村东路118号 100098,神州优车集团
1812,海淀区知春路12号泰跃商务中心,北京玩乐付科技有限公司
1815,公司名称：北京市外商投资企业服务中心公司地址：富华大厦F座 传真：65542927公司主页：,北京市外商投资企业服务中心
1818,北京市海淀区龙翔路甲1号泰翔商务楼五层507、508室,柚子(北京)移动技术有限公司
1824,北京市朝阳区北辰西路中国科学院遗传与发育生物学研究所,北京迪安捷生物科技有限公司
1828,北京市昌平区北七家宏福创业园修正大厦3层,江苏传智播客教育科技股份有限公司北京分公司
1841,北京市海淀区上地十街1号院东6号楼457,北京翼聚源软件科技有限公司
1846,北京市海淀区海淀东三街2号新东方南楼18层,北京新东方迅程网络科技股份有限公司
1856,北京市东城区东直门外大街39号院京投快轨大厦608室,北京腾云天下科技有限公司
1857,北京市朝阳区三里屯机电4号院 80office 三层,北京冰狮科技有限公司
1860,北京市海淀区学清路 学清嘉创大厦1206室,乐惠(北京)科技有限公司
1861,北京市丰台区三路居路107号7号楼,北京城建智控科技有限公司
1863,北京嘉诚瑞杰信息技术有限公司,北京嘉诚瑞杰信息技术有限公司
1864,北京市昌平区回龙观金域国际中心B座10层,上海清鹤科技股份有限公司
1865,北京市朝阳区太阳宫中路16 号院 冠捷大厦12 层西侧 ,北京云知声信息技术有限公司
1869,北京市朝阳区 北四环外 健翔桥北安翔北里（鸟巢西侧）甲11号创业大厦2层,中科宇图科技股份有限公司
1870,北京市朝阳区朝外大街吉庆里6号佳汇国际中心B座17层,中胜信用管理有限公司
1872,北京市朝阳区北四环中路27号盘古大观写字楼A座6层,北京和创未来网络科技有限公司
1873,海淀区上地三街9号金隅嘉华大厦B座711,北京众和永业科技发展有限公司
1875,北京市丰台区榴乡路88号石榴中心2号楼18层,北京首证投资顾问有限公司
1878,北京市海淀区正福寺10号,江山永泰投资控股有限公司
1880,东城区银河SOHOD座,浙江同牛网络科技有限公司
1884,北京市朝阳区三间房东路1号懋隆文化产业创意园B座西侧1层,成都我来啦网格信息技术有限公司
1885,北京市亦庄开发区地盛西路1号数码庄园,世华万向资讯(北京)有限公司
1886,北京市朝阳区望京街10号望京SOHO1号楼B座2807室,北京梦疆咨询有限公司
1887,北京朝阳区亮马桥路50号燕莎中心写字楼S125,北京鑫根投资管理有限公司
1888,北京市朝阳区霄云路26号鹏润大厦,国美金控投资有限公司
1892,北京市朝阳区北四环东路108号千鹤家园1号楼502,森纵艾德（北京）教育科技股份有限公司
1897,"朝阳区红军营南路,汇中广场三层",北京闲徕互娱网络科技有限公司
1900,北京市海淀区彰化南路美丽园中路16号院5号楼裕友大厦515室,南京国睿信维软件有限公司
1904,北京市西城区北京市西城区宣武门外大街富卓大厦,金融界网站
1906,北京市大兴区生物医药产业基地庆丰西路27号,北京诚益通控制工程科技股份有限公司
1908,北京市海淀区中关村软件园23号楼307,北京嘉楠捷思信息技术有限公司
1910,北京市,中移物联网有限公司
1917,北京市海淀区学院南路12号北师大科技园学创大厦7层,联动优势科技有限公司
1920,北京市海淀区苏州街维亚大厦3层,去哪儿网平台事业部
1922,浙江省杭州市西湖区西斗门路6号,浙江贝尔技术有限公司
1925,北京市,中国国新控股有限责任公司
1926,北京市海淀区搜狐媒体大厦,搜狐视频
1938,北京市海淀区学院路40号,大唐电信无线移动创新中心
1941,成都、北京,深圳市长亮科技股份有限公司
1947,北京、郑州,新华三技术有限公司
1948,海淀西土城,北京中熙正保远程教育技术有限公司
1955,国航世纪大厦,包商银行股份有限公司
1957,曼宁国际大厦,北京摩拜科技有限公司
1964,海淀区中关村东路118号,神州优车集团
1965,北京市海淀区中关村东路118号 神州优车集团总部基地,神州优车集团
1972,北京市海淀区西直门北大街甲43号金运大厦B座1508,浙江大华技术股份有限公司
1974,北京朝阳区建国门外大街甲8号北京IFC大厦A座40层,北京复华旅游文化发展有限公司
1978,联通云数据有限公司,联通云数据有限公司
1981,北京,联通云数据有限公司
1990,北京市西城区德胜门外大街117号天音通信1层,天音通信控股股份有限公司北京分公司
1991,北京市海淀区科学院南路2号院融科资讯中心3号楼搜狐媒体大厦,搜狐汽车
1996,北京市海淀区,搜狐视频
1997,北京,中信百信银行股份有限公司
1998,东四十条甲22号南新仓国际大厦A座,诚迈科技（南京）有限公司
1999,北京市海淀区丹棱街3号中国电子大厦B座17层,去哪儿网旅游度假事业部
2000,北京望京思源大厦8层,北京思源互联科技有限公司
2005,北京市海淀区花园东路19号中兴大厦15层,中兴通讯股份有限公司
2007,北京四号线动物园,大连斯锐信息技术有限公司
2008,北京市朝阳区酒仙桥恒通国际创新园C9,蓝色光标传播集团
2012,北京市东城区朝阳北路9号东方文华大厦,中信百信银行股份有限公司
2013,北京市朝阳区望京南湖中园思源大厦9层,北京思源互联科技有限公司
2018,北京市大兴区西环中路12号（核心能力大楼）,京东方科技集团
2024,北京,联动优势科技有限公司
2030,海淀区八维研修学院5号科技楼,金瓜子科技发展(北京)有限公司
2041,北京市海淀区苏州街29号院18号楼维亚大厦,去哪儿网大住宿事业部
2046,海淀区杏石口路甲18号,航天信息股份有限公司
2047,北京,航天信息股份有限公司
2055,北京市东城区东四北大街168号中文万维,北京中文万维科技有限公司
2061,北京市昌平区科技园区生命园路4号院5号楼8层801,北京贝瑞和康生物技术有限公司
2062,北京市昌平区生命科学园路18号,博奥生物集团有限公司
2065,北京市石景山区杨庄路70号院公社1958创意园5号楼1-2层,北京雅林士博建筑工程有限公司
2066,北京市东城区东中街46号鸿基大厦4层,北京博睿宏远数据科技股份有限公司
2070,北京市丰台区洋桥12号天路蓝图大厦,拓天伟业(北京)资产管理集团有限公司
2071,北京市北京经济技术开发区经海四路156号院经海产业园A3-2号楼5层,北京旌准医疗科技有限公司
2073,北京朝阳区亮马桥路50号燕莎中心写字楼,北京鑫根投资管理有限公司
2077,北京市朝阳区湖景东路7号下沉花园B1-101,上海享学网络科技有限公司北京分公司
2078,柏彦大厦,北京国通合众信息技术有限公司
2079,北京市朝阳区慧忠里卧龙小区别墅区219栋东单元,北京微播易科技股份有限公司
2080,望京科技创业园西区A座四层南侧 ,北京中软智信科技有限公司
2081,丰台北路18号恒泰中心D座12层,沣邦融资租赁(上海)有限公司
2083,北京市朝阳区团结湖南里15号恒祥大厦一层,中科柏诚科技(北京)股份有限公司
2084,河北廊坊开发区,新奥集团股份有限公司
2086,北京市朝阳区东三环中路20号乐成中心A座25层,冠诚(北京)信息服务有限公司
2090,北京市海淀区上地信息路26号中关村创业大厦1004室,北京融信数联科技有限公司
2091,北京市海淀区东北旺西路8号中关村软件园7号信威大厦,北京信威通信技术股份有限公司
2092,北京市海淀区暂安区甲二号,知豆电动汽车有限公司
2093,朝阳区大黄庄路35号铭基国际创意公园D座01,北京奇树有鱼文化传媒有限公司
2094,北京市海淀区苏州街29号维亚大厦17层,去哪儿网金融事业部
2097,希格玛大厦,北京梦疆咨询有限公司
2098,北京海淀区融科大厦,成都尼毕鲁科技股份有限公司
2099,北京市朝阳区酒仙桥路14号兆维工业园C2-2,云像(上海)数字技术有限公司北京分公司
2100,北京市朝阳区北三环东路8号静安中心21层,北京当当科文电子商务有限公司
2110,北京朝阳区广顺北大街33号望京福码大厦A座1501-1,北京慧据科技产业发展有限公司
2112,北京市东城区银河sohoB座12层,花生好车
2113,北京市朝阳区酒仙桥北路甲10号院205号楼,东芝医疗系统(中国)有限公司
2114,北京市朝阳区工人体育场北路三里屯SOHO-A座3层,北京青蚨资产管理有限公司
2115,北京市海淀区清华科技园科技大厦C座16楼,深圳市商汤科技有限公司
2118,北京,南京唯实科技有限公司
2129,西单置地星座A座,中软国际科技服务有限公司深圳分公司
2134,北京市海淀区花园北路35号9号楼4层401,美因健康科技(北京)有限公司
2135,海淀区苏州街长远天地大厦A1座202室,北京快方科技有限公司
2136,北京市朝阳区高碑店金家村中街8号花园里文创园C座C3001,北京华巨东方文化传媒有限公司
2137,西城区白纸坊东街经济日报社综合楼，地铁4号线陶然亭站D口,北京创金启富投资管理有限公司
2139,北京市西城区白纸坊东街2号经济日报社A座综合楼,北京创金启富投资管理有限公司
2140,北京市海淀区中关村南大街34号中关村科技发展大厦C座16层,北京北信源软件股份有限公司
2142,北京市西城区西直门外大街金贸大厦C2座805,宽拓(北京)科技有限公司
2150,北京市朝阳区,包商银行股份有限公司
2153,北京市海淀区上地东路9号得实大厦5层北区1号,北京畅聊天下科技股份有限公司
2155,北京市海淀区农大南路88号院1号楼万霖大厦2层,北京小易到家电子商务有限公司
2165,北京市海淀区宝盛南路1号院奥北科技园领智中心A座,北京掌众科技有限公司
2166,北京,苏宁云商集团股份有限公司
2175,北京朝阳区,深圳善为影业股份有限公司
2177,北京市西城区车公庄五栋大楼C座10层,北京云房数据技术有限责任公司
2179,北京市朝阳区广渠路38号楼北京一轻大厦3层 ,北京友友天宇系统技术有限公司
2190,北京/石家庄,北京北大千方科技有限公司
2192,北京市海淀区学院路35号世宁大厦1302室,思博伦通信科技（北京）有限公司
2193,中国电子大厦B座7层,环球合一网络技术(北京)股份有限公司
2194,北京市西城区金融大街5号新盛大厦B座8层,恒宝股份
2195,北京市朝阳区望京SOHO塔1A座1012,中益善源(北京)科技有限公司
2197,石家庄,北京北大千方科技有限公司
2198,北京市海淀区紫竹院路116号嘉豪国际中心C座907,北京必浩得知识产权代理有限公司
2199,北京市石景山区石景山路乙18号万达广场B座国际资源大厦5层,国广星空视频科技(北京)有限公司
2202,海淀区北洼路4号益泰大厦3层,绿盟科技
2203,北京市海淀区,北京云币科技有限公司
2211,北京市海淀区北四环西路9号银谷大厦7层702,北京中科虹霸科技有限公司
2216,河南省郑州市郑东新区商务外环路23号中科大厦 ,河南中原消费金融股份有限公司
2228,北京市海淀区车公庄西路19号外文文化创意园9号楼三层,北京中投科信电子商务有限责任公司
2235,北京市朝阳区通惠河畔文化创意产业园1131号君天大厦六层(100023),北京亿美软通科技有限公司
2241,北京市朝阳区望京SOHO 塔三B座4301,北京知识印象科技有限公司
2245,顺义区空港工业园区融慧园6号楼B座6层,北京百悟科技有限公司
2246,北京市海淀区中关村大街27号中关村大厦12层,智慧互通科技有限公司
2249,北京市朝阳区崔各庄东辛店339号 德师傅奔驰服务体验中心 车和家研发中心,北京车和家信息技术有限责任公司
2250,北京市海淀区学院路39号唯实大厦6层,网宿科技
2251,北京市昌平区中关村生命科学园8号北大医疗产业园14号楼3层,赛纳生物科技(北京)有限公司
2252,北京市顺义区空港工业区B区融慧园6号楼,北京百悟科技有限公司
2255,北京市朝阳区四惠大厦3001E,米袋子信息技术(北京)有限公司
2258,海淀区西北旺东路10号院东区10号楼新兴产业联盟大厦4层4-15室,北京微网通联股份有限公司
2260,北京市海淀区中关村软件园2号楼A座2101,北京捷通华声科技股份有限公司
2271,北京市北京经济技术开发区科创十三街18号院5号楼13层1301室,鳌背(北京)科技有限公司
2272,北京市海淀区知春路6号锦秋国际大厦B702,北京优炫软件股份有限公司
2273,北京市朝阳区东三环北路1号中国旅贸大厦4层421,北京和气聚力教育科技有限公司
2274,奥北科技园领智中心,北京掌众科技有限公司
2281,朝阳区芍药居甲2号院芍药居综合楼3层,天津市国瑞数码安全系统股份有限公司北京办事处
2282,北京市朝阳区来广营高科技产业园创达三路1号院1号楼东方国信大厦,北京东方国信科技股份有限公司
2288,北京市朝阳区利泽中园二区208号开天创世,北京开天创世科技有限公司
2289,"北京, 武汉",东华软件股份公司
2290,北京市中关村苏州街银科大厦,九五太维资讯有限公司
2292,北京市朝阳区光华路8号和乔大厦B座508,北京金谷财行投资管理有限公司
2302,北京市海淀区北清路中关村生命科学园博雅CC11号楼7层,北京联创信安科技股份有限公司
2308,北京市丰台科技园,上融网络科技(北京)有限公司
2310,北京、济南,东华软件股份公司
2313,北京市朝阳区惠河南街国粹苑C座,凯泰铭科技(北京)有限公司
2315,北京朝阳区慧忠路远大中心B座22层,武汉元光科技有限公司
2316,北京经济技术开发区荣华中路22号亦城财富中心B座11层 ,达疆网络科技(上海)有限公司
2317,北京市朝阳区望京来广营东方国信大厦6层,北京东方国信科技股份有限公司
2318,朝阳区建外大街1号国贸西楼,中国国际金融股份有限公司
2321,北京市朝阳区霄云路28号网信大厦A座,先锋支付有限公司
2323,北京市海淀区东北旺西路8号尚东数字山谷37号楼5层,北京华信傲天网络技术有限公司
2324,北京市朝阳区朝外大街22号泛利大厦502室,明亚保险经纪股份有限公司
2325,北京市海淀区车公庄西路乙19号外文文化创意园12A号楼3层,天职工程咨询股份有限公司
2328,北京市朝阳区容达路与紫月路交汇处中国电科太极大厦,太极计算机股份有限公司
